Best Hand,Age,House_Gryffindor,House_Hufflepuff,House_Ravenclaw,House_Slytherin,Herbology,Defense Against the Dark Arts,Potions,Charms,Flying
0.0,-1.611474840351569,0.0,0.0,1.0,0.0,0.9092749957267925,0.5937083243204092,1.0794110480157584,1.653511870638424,-0.24803073597850045
0.0,-0.11359423207754903,0.0,1.0,0.0,0.0,-0.20460482784597192,-1.203726108144228,0.12116148634612699,-0.28678303451865556,0.01013711667224744
0.0,-1.5730183420646882,0.0,0.0,1.0,0.0,1.2946877662117704,1.0662319232016146,0.4250087659097698,1.6482400604949181,-0.2960142765029445
0.0,0.20367187878922052,0.0,1.0,0.0,0.0,0.940516627974696,-0.8874828147224519,-0.2776282496945083,-0.15365075239169243,-0.02779858844323179
0.0,0.8305128008653829,0.0,0.0,0.0,1.0,-1.503857922204639,0.8895170024932487,0.8927118638954625,-1.1086820381880436,-1.1679203205624997
1.0,-0.4923907402033281,0.0,1.0,0.0,0.0,0.5678198972831467,-1.0876324216196396,0.22583840659322105,-0.2081568732532589,0.5508747079669434
0.0,1.374672251624751,1.0,0.0,0.0,0.0,-1.2018657756674125,-0.36757390580109744,-0.5136467999837392,-0.6918992653325995,1.5439699505305433
1.0,-1.1538425107376837,0.0,1.0,0.0,0.0,0.40805407939341015,-0.792001561236532,-0.6175014001982396,-0.04767244936424375,-1.2563002605882918
0.0,-0.5943004606635631,0.0,1.0,0.0,0.0,0.43346598426415167,-1.0636530661502162,0.1546564009315136,-0.14883562746476858,-0.6050364797949834
0.0,-1.0788523390782654,1.0,0.0,0.0,0.0,-0.7719501782133564,-0.8993285738467499,-1.3664077677414268,-1.0276369258004188,2.0642017552763314
1.0,-0.31933649791236307,0.0,0.0,1.0,0.0,0.6260676740410286,0.6642473314894461,1.1543598175912784,1.555996479941146,-0.5898621977487918
1.0,0.6593813834887617,0.0,1.0,0.0,0.0,0.7097154515174074,-0.7062029397415601,-1.4062112578204171,-0.31786610089296796,-0.731352124936255
1.0,0.3498065722793686,0.0,0.0,1.0,0.0,1.1482194083932802,0.6211587537285768,-0.41434068230418464,1.3787536446756545,0.2913739791905165
1.0,0.6497672589170416,0.0,1.0,0.0,0.0,1.0602675750719817,-1.0044936058344947,-1.4168911215119457,-0.1185714056558386,0.08652117156692861
1.0,-1.3999640997737228,0.0,1.0,0.0,0.0,1.0511220132407342,-0.6502359342853002,-0.06767689650859994,0.22249500824932292,-0.07127085592691614
1.0,1.2131549588198502,0.0,0.0,0.0,1.0,-1.9312154499714067,1.2734599301351983,1.8500540901195635,-0.9179402256853547,-1.5159035182974632
0.0,-1.3172826284569286,1.0,0.0,0.0,0.0,-1.1588858963635649,-0.860502494368019,-1.3504463524164079,-1.0460808586744892,1.7080162429218049
1.0,1.7284720358640573,0.0,1.0,0.0,0.0,0.8184091527689467,-0.845805058657684,0.36043565789287774,0.2982022562725886,0.49427873709195824
0.0,0.02677198666956728,0.0,0.0,1.0,0.0,1.0344064954969074,1.2208063686483812,0.5154078977500981,1.4852740478604463,-0.20414835276383803
0.0,0.2709707507912623,0.0,1.0,0.0,0.0,0.760397033978023,-0.7570153324409246,-0.6308923707675774,-0.1927161296961969,-0.24321187613950718
1.0,-0.7231297299246149,0.0,0.0,1.0,0.0,1.1590385070575067,0.8818589068787597,1.1538836556940821,1.7529155009593615,-0.5270119619763897
0.0,-1.0519327902774487,0.0,0.0,1.0,0.0,0.6072125087260098,0.8352594230058623,0.17835908116634389,1.1625559020957066,-0.6272852582005484
1.0,1.3400614031665583,0.0,1.0,0.0,0.0,0.662401177643439,-0.8645103103226689,-0.8320756635519037,-0.19827721177239677,-0.6298484815191618
0.0,-0.6269884842074122,0.0,0.0,0.0,1.0,-1.111289678118828,0.8295723572029737,0.5375744472708849,-1.2153709935225907,-0.7871278643492838
0.0,-0.6192971845500359,1.0,0.0,0.0,0.0,-0.9441557540577032,-1.1441205995273194,-1.4012490850432553,-1.1270690277682778,1.7784536197173029
1.0,0.08637955901423294,1.0,0.0,0.0,0.0,-1.3777300853798973,-0.7197207596717967,-0.6313907238040455,-1.111086184053876,1.5896978545346074
1.0,1.0285637670428207,0.0,0.0,0.0,1.0,-1.2473071264573654,1.0602325775166999,1.2410905552728027,-1.1057654026776702,-0.8825823007344492
1.0,-0.21742677745212807,0.0,0.0,0.0,1.0,-0.49584174671852294,1.349591213836588,0.2855815900644161,-0.4417849580769661,-0.6431772427759518
0.0,-0.46354836648816733,1.0,0.0,0.0,0.0,-1.0261561929208172,-0.76169646529956,-1.6641678724381777,-1.0434432453039224,1.8978998263646902
0.0,-1.407655399431099,0.0,0.0,0.0,1.0,-1.8506783881227995,0.5475241380476057,1.81537220307118,-1.0076384410045742,-1.2639899305441322
1.0,1.505424345800147,0.0,0.0,0.0,1.0,-1.024094181491087,0.8544819690222702,0.7878181855612378,-0.8422250056009557,-0.7440657125965777
1.0,-0.3577929961992442,0.0,1.0,0.0,0.0,0.6795189151102572,-1.216714626524728,0.3399363091126764,-0.28622840683667067,0.19315126162124865
1.0,1.109322413445271,1.0,0.0,0.0,0.0,-1.1511196255438914,-1.0237617505814314,-0.37068762264151073,-0.9084045016992722,1.3109216864022073
1.0,1.3612124772243426,0.0,0.0,0.0,1.0,-1.3568423533568048,0.970754601617492,1.1085663530778411,-1.041037960572213,-0.9357948168288647
0.0,0.7862878278354695,0.0,0.0,1.0,0.0,0.8234522728373653,0.7620238693409955,1.2194871196109203,1.6510086434413116,-0.15472940718097047
0.0,1.2650712315071397,0.0,1.0,0.0,0.0,0.6816539934043325,-0.7419669466438628,-1.3325974067442414,-0.13272864736980294,-1.0467311220584552
1.0,1.6823242379198,0.0,1.0,0.0,0.0,0.6723177882870539,-0.28089401683089993,-1.1939352330682744,-0.08526185649246616,-0.8183991888363681
0.0,-0.4193233934582539,0.0,1.0,0.0,0.0,0.6388378043393004,-0.6353102002889345,-0.4996251539903824,-0.002109842232842974,-1.0558561970727194
1.0,-0.6116058848926598,0.0,1.0,0.0,0.0,0.6025778925554695,-0.6908719092972513,1.0300809833987643,-0.03483173660381351,-0.29693703689764533
1.0,1.6707872884337358,0.0,0.0,1.0,0.0,1.1160966650586526,1.2520124943751119,0.34811029154989037,1.5266171569184583,-0.0469714988664605
0.0,-0.5327700634045532,1.0,0.0,0.0,0.0,-1.2209955523817013,-0.960204017209985,-1.4824506273968576,-1.1385351294154602,1.9619804093300268
1.0,-0.46354836648816733,0.0,1.0,0.0,0.0,1.1484463513613152,-0.9848897062698705,-0.3253228626168318,-0.07165582586285538,-0.7146399088988951
1.0,1.1362419622460882,0.0,0.0,0.0,1.0,-0.7002911038832058,0.9750494349977751,0.44622866182470367,-0.5589731179293332,-0.3723983313976257
0.0,0.19405775421750004,0.0,1.0,0.0,0.0,1.0244882962682174,-0.9297738175992037,-0.6836903230617347,-0.3290167366922924,0.36027342199484635
0.0,0.3978771951379701,0.0,0.0,1.0,0.0,0.5355979801005183,0.47735234529810994,0.9999674995448654,1.4956217832166485,-0.758419763180813
0.0,-1.065392564677857,0.0,1.0,0.0,0.0,1.0157301449764493,-0.7584652368649645,-0.5638537479417529,0.05750523095185317,-0.29478392931001
0.0,-1.0730838643352332,0.0,0.0,1.0,0.0,1.231301128401466,1.1547852549751483,0.006479141546465756,1.6505269031754461,-0.32472237767141526
1.0,-1.5960922410368168,0.0,0.0,1.0,0.0,0.831631941139896,0.6580739075650835,0.8910425418273428,1.4787403743254919,0.10559155305741279
0.0,-1.173070759881124,0.0,1.0,0.0,0.0,0.2034181542143451,-0.5838495853277222,-0.07923919103537944,-0.3029811238837615,-0.7892809719369192
1.0,-0.2578061006533531,0.0,1.0,0.0,0.0,0.22942942245830772,-0.7159884937700274,0.26410962672784266,-0.19831593321220584,-0.521167812809951
0.0,-0.08282903344804418,0.0,1.0,0.0,0.0,0.3107950660988598,-0.822566453010735,0.1651023304041706,-0.17177010849089117,-0.5028151338486786
1.0,-0.16551050476483856,0.0,0.0,0.0,1.0,-1.5397515831246378,1.5890239899180327,2.4217404318097846,-0.11248644527632953,-1.5144681132390398
1.0,-1.6806965372679552,1.0,0.0,0.0,0.0,-1.1711665206802049,-0.5576455144724348,-0.33587260334823416,-0.8122546111882283,1.4941408892166974
1.0,-0.792351426841001,0.0,1.0,0.0,0.0,0.6642129280982196,-0.8281231477860244,-0.357979933345227,-0.10241203773054496,-0.6382558540042139
1.0,-0.8058112012414095,0.0,1.0,0.0,0.0,0.7409256054082002,-1.1806218840598426,-0.021147603555023584,-0.07052834864486786,0.5767119990185671
0.0,-0.5289244135758652,0.0,1.0,0.0,0.0,0.8449406961423096,-1.4335382688512883,1.052797051364231,-0.13600402563135203,0.13553000141881796
0.0,-0.5616124371197142,0.0,1.0,0.0,0.0,0.9483426277847191,-0.990008529968543,-1.1155059176317839,-0.21193904682996692,-0.05466116882230088
1.0,-0.5327700634045532,1.0,0.0,0.0,0.0,-0.892933313033537,-0.3729534619787398,-1.2340403236193325,-0.8353291727171911,1.9433201435705205
0.0,0.5478575384568065,1.0,0.0,0.0,0.0,-0.9208136289912583,-0.5049062310330831,-0.9628765504366951,-0.5140152485784943,1.2840591060231383
0.0,0.06330566004210422,0.0,0.0,1.0,0.0,1.1029359576123097,0.7493576387003857,0.4919556717748921,1.566292966332904,-0.03794895278494112
1.0,-0.7365895043250233,0.0,1.0,0.0,0.0,1.1671727127292033,-0.7256650482546461,-1.335325554819608,0.16366575251958895,0.10200304041135393
0.0,-0.553921137462338,0.0,1.0,0.0,0.0,0.6087249591967804,-1.3266323058187623,-1.5286865157712617,-0.4116004568794117,-0.46385413940575404
0.0,0.061382835127760195,1.0,0.0,0.0,0.0,-0.9545009237451413,-0.9277848565123106,-0.5833846257540839,-0.9059035522339173,2.029136860277699
0.0,0.7882106527498138,0.0,0.0,1.0,0.0,0.5651119078828524,0.9578907793346279,0.7255927342577654,1.4358176582964155,-0.4285841865416327
1.0,0.559394487942871,0.0,0.0,0.0,1.0,-1.0803324354896817,1.3560927226988295,1.121605278519023,-0.36536933547835954,-1.0857946454341245
1.0,1.105476763616583,0.0,1.0,0.0,0.0,0.8827228632416726,-0.6519350682135835,-1.3042417929379,-0.2499498343325935,-0.5672033036122488
0.0,1.2285375581346025,1.0,0.0,0.0,0.0,-0.9453762281580188,-1.184837187484439,0.16024802452472084,-0.8737875345093826,1.9154322738640062
0.0,-0.7692775278688724,0.0,1.0,0.0,0.0,1.1031705162613024,-1.0093618379047309,-0.43888772592368513,-0.04619420145621069,0.10415614799898924
0.0,-0.23857785150991276,0.0,0.0,1.0,0.0,0.8107528297013648,1.3045515285645621,-0.4014567151068882,1.3275957894917532,-0.31467454226245045
1.0,1.1535473864751846,0.0,1.0,0.0,0.0,0.5751877153024146,-0.9280023169559273,-0.4610780964978316,-0.03668011592178691,-0.7481668699063592
1.0,-0.7827373022692807,0.0,0.0,1.0,0.0,1.121162736305753,0.693905717091469,1.0642197398113395,1.651336636813818,-0.3231844436802472
1.0,-0.06360078430460353,1.0,0.0,0.0,0.0,-1.5581142205928915,-0.8991869590502698,-0.15281727875894027,-1.1987936618205242,1.2799579487133568
1.0,0.2478968518191336,0.0,0.0,0.0,1.0,-1.6755121708577287,1.101893702326804,1.1329611104015849,-0.9553998021036343,-1.6044885161887448
0.0,-0.35394734637055597,0.0,1.0,0.0,0.0,0.7737386561562509,-0.7162131464417559,0.2716943458447421,-0.1867871939418012,-0.2727402087699342
0.0,-0.12513118156361322,0.0,0.0,0.0,1.0,-2.062612198249511,0.7389810974262959,1.9315143178372993,-1.372543595442005,-1.3761565829666573
1.0,1.105476763616583,0.0,0.0,1.0,0.0,0.38087890810773567,1.2076598391311173,0.14635320030924137,1.463526265077902,-1.3335045469449294
0.0,-0.95771436947459,0.0,0.0,1.0,0.0,0.7666536641546197,1.1136411528341321,-1.1663140290555143,1.2340504852408496,-0.0009360080641627349
1.0,0.2652022760482302,1.0,0.0,0.0,0.0,-1.0835921847660512,-0.9859005878181442,-0.8879085471099488,-1.0290627858781174,1.821925887200987
1.0,0.6074651108014723,0.0,0.0,1.0,0.0,0.7814280730574593,1.2666076954936418,-0.691635371376398,1.2917226532398005,0.005933430429721361
0.0,-1.3826586755446264,0.0,1.0,0.0,0.0,0.4980786992699179,-1.2822049729495046,0.8477812709639662,-0.11146602145076197,-0.14560433216670654
0.0,1.6823242379198,0.0,1.0,0.0,0.0,0.44602375207868133,-0.6845940593431371,-0.5466911278191608,0.11778540180857584,-0.7158702560918296
0.0,-0.28472564945416984,0.0,0.0,1.0,0.0,0.468800492682078,1.2462783972681097,0.9760025161106816,1.5158674019077565,0.02090265461042399
1.0,0.695915056861299,0.0,0.0,1.0,0.0,1.0097640442624034,0.9225330764485061,-0.3926454279156434,1.4683425288707062,-0.09792837844049614
1.0,0.33442397296461635,0.0,1.0,0.0,0.0,0.5495792255104555,-0.009088323183976177,-1.0772179752288937,-0.10810408938257132,-0.8556171914226355
0.0,-0.2731886999681057,0.0,0.0,0.0,1.0,-1.002521731687683,1.0947110866721639,1.022852677147571,-0.8095509435968079,-0.9290279072677252
1.0,-0.19819852830868742,0.0,1.0,0.0,0.0,0.7723234958361994,-0.6083210034739126,0.16630442490552727,0.04666208893925348,0.3402802801096613
0.0,1.1285506625887114,0.0,1.0,0.0,0.0,1.3261227932993016,-1.1729327550426651,-2.1458290354759915,-0.28137911593344617,-0.043793101951379816
0.0,-0.688518881466422,0.0,0.0,0.0,1.0,-1.201975209894339,0.8614396330950694,1.3884649186620242,-0.7242453339642375,-0.5207576970789729
0.0,0.3132728989068317,1.0,0.0,0.0,0.0,-1.7212095268470817,-0.7362554545807697,-1.4049495471979172,-1.2153231611557678,1.3443461184769268
1.0,-0.6366026087791324,0.0,0.0,0.0,1.0,-2.1352612215243894,1.253457633828361,1.820710414651433,-1.0042799255340213,-2.0797101194596803
1.0,-1.0442414906200723,0.0,1.0,0.0,0.0,0.7099711148701099,-0.5991832115758535,-1.4930867826195442,-0.13573753101619057,-1.4565392662383756
0.0,-0.06552360921894756,0.0,0.0,1.0,0.0,0.702535369772194,1.332693638803315,-0.5145808722176676,1.3653355269157066,-0.31293155040579335
0.0,1.2439201574493552,0.0,1.0,0.0,0.0,0.8117002016825,-0.6343171719677272,-0.5679809206040766,0.07070354759758518,-0.0018587684588635797
0.0,1.301604904879677,1.0,0.0,0.0,0.0,-0.4890459645208723,-1.3343851615485631,-2.2955351448385524,-1.0066829325339797,2.0180637355412894
1.0,-1.1250001370225229,0.0,0.0,1.0,0.0,0.8084275881238303,1.2299246084270958,0.310980523662882,1.45173330892409,-0.012521777464295574
0.0,-1.3095913287995522,1.0,0.0,0.0,0.0,-1.2883646513890963,-0.8132062014155923,-0.19944614859515625,-1.1133958040519363,1.7871685790005885
0.0,-0.27126587505376165,0.0,1.0,0.0,0.0,0.8813548532079833,-0.6594915486308868,-0.4990449435326469,-0.053303002258925154,-0.36409348784531803
0.0,1.590028642031285,1.0,0.0,0.0,0.0,-1.322042676885383,-1.0627021877319347,0.16365056685457952,-1.059387367578515,1.997045304328659
0.0,-1.5326390188634629,0.0,0.0,0.0,1.0,-1.3785177769824817,1.1648492693312371,1.5001719581183472,-0.7174804706563059,-1.2276946883525657
1.0,-1.3961184499450348,1.0,0.0,0.0,0.0,-0.9291223841265437,-0.8524731879665209,-0.42199625082967035,-0.6356780124606403,1.8323838383409299
1.0,-1.7479954092699974,1.0,0.0,0.0,0.0,-1.4145193687469781,-0.48691985891512785,-1.9834341616324955,-1.010460550647176,1.6474216436697826
0.0,0.9766474943555313,1.0,0.0,0.0,0.0,-0.9365217280145001,-1.2614748130968239,-1.362438454399412,-1.3027003678181588,2.200770293692057
0.0,1.4938873963140828,0.0,0.0,1.0,0.0,0.548956528602483,0.9752370165123712,0.6750392859019951,1.3520529341951002,-0.1564723990376276
0.0,-1.7403041096126208,1.0,0.0,0.0,0.0,-0.9570165612433977,-1.190186781918114,-0.2666978091974268,-1.0308416943776124,1.9051793805895523
0.0,0.8420497503514474,1.0,0.0,0.0,0.0,-0.7276489310036263,-1.4299109673427475,-2.377871973625638,-1.003805018463412,2.037031588099029
1.0,-1.6864650120109874,0.0,0.0,0.0,1.0,-1.2617429997718856,1.053670272778902,1.413311724034362,-0.5347824678411508,-0.9936211348967843
0.0,1.3919776758538478,0.0,0.0,0.0,1.0,-1.304243404111632,1.2591720776755344,1.6517240585985549,-0.8519976136894011,-1.3659036896922034
1.0,-0.2462691511672889,0.0,1.0,0.0,0.0,0.9496429494358356,-0.7590654185741806,-1.5057448042782113,-0.2978744492923828,-0.819527007096558
0.0,-0.28087999962548177,1.0,0.0,0.0,0.0,-0.7680081375840756,-1.1801309430245353,-0.4485246294960264,-0.873519901028344,1.97900021216562
1.0,1.607334066260382,0.0,1.0,0.0,0.0,0.39634035242141513,-0.8314754747799971,0.13369531673956572,0.16103952780778671,-0.6726030464736343
0.0,1.074711564987078,0.0,1.0,0.0,0.0,0.34846684813866946,-0.8271541198648644,0.06802213420014368,0.00023280487564427435,-0.4049000030776444
1.0,1.5938742918599738,0.0,1.0,0.0,0.0,0.8513351765911292,-0.45333768579373523,-0.7591361851910617,-0.0946187785358962,-1.1289593261195752
0.0,-1.71146173589746,0.0,1.0,0.0,0.0,0.8474171377798423,-0.6313189861036969,0.927520897506774,0.2532956358862007,-0.8097867584858268
0.0,0.22866860267569328,0.0,0.0,0.0,1.0,-1.3073478003422145,1.046309775774938,0.17629332818093205,-0.8341117250949404,-0.9479957598254647
0.0,-0.28857129928285824,0.0,0.0,1.0,0.0,1.3538548731796203,0.6734159050749319,-0.8054940219727206,1.23370654774607,-0.0317972168202688
1.0,-0.6116058848926598,0.0,1.0,0.0,0.0,0.7592811271674591,-1.1611390966930757,-0.8239152852049999,-0.22691285537756914,0.04961075577889473
0.0,0.03254046141259938,0.0,1.0,0.0,0.0,1.17344519257024,-0.5629363510649608,-0.8232647095458767,-0.01597325655059826,0.16844178882981484
1.0,1.4611993727702337,0.0,1.0,0.0,0.0,0.0773025541150932,-0.7679876978853387,0.4618699799585129,-0.02505343418597927,-1.1036346797316743
0.0,-1.4961053454909259,1.0,0.0,0.0,0.0,-0.779343263724058,-0.7308816052136455,-0.3792738213783559,-0.5658370625685449,1.5906206149293085
1.0,-0.5962232855779072,0.0,0.0,1.0,0.0,0.6835657213388602,0.8206446335369704,0.9215456899141743,1.4962253821313365,-0.17236438361303108
0.0,-0.9211806961020529,1.0,0.0,0.0,0.0,-1.2243530539409098,-0.7920952378331133,-0.24873324682642625,-1.0539561162122613,1.6774626209639325
1.0,-0.4827766156316078,1.0,0.0,0.0,0.0,-1.1348668488660438,-0.8696403076302287,0.43621334041667864,-0.40017763213554347,1.183478223000746
1.0,-1.0865436387356417,0.0,0.0,1.0,0.0,0.9867693112269637,1.1290572768930847,0.70891843391033,1.6321831904985264,-0.31662259198459675
0.0,-1.057701265020481,0.0,1.0,0.0,0.0,0.5591032918394134,-0.9481541822444876,-0.6811540136051826,-0.31757227349676537,-0.5848382800443094
1.0,0.6516900838313856,1.0,0.0,0.0,0.0,-1.0660881548193402,-0.8263291057130461,-1.7186530131791387,-1.0998000232152196,1.4423637781807057
1.0,0.040231761069975516,0.0,1.0,0.0,0.0,0.963260551911566,-0.7144424942104749,-0.9240787632826041,0.09545679742888905,-0.6847014605374898
1.0,-0.7885057770123128,0.0,0.0,1.0,0.0,0.39071012251108406,1.1203431253045157,0.6780464578537639,1.2671026507160743,-0.10684839558927098
1.0,0.9747246694411873,0.0,0.0,1.0,0.0,1.13719130954693,1.1358610789165509,-0.3958114695212585,1.5125476078770095,-0.1851805002060984
1.0,-1.6537769884671385,0.0,1.0,0.0,0.0,1.0370674976032914,-1.175981337243084,-0.8650504840390266,-0.45951709977806443,0.40097740829442813
0.0,1.7496231099218424,0.0,0.0,1.0,0.0,0.7170431221434371,0.6258113634050004,-0.4788960351144179,1.155494933659818,-0.5621793859077664
0.0,-0.384712545000061,0.0,0.0,1.0,0.0,-1.5070318710604584,0.7868845493896046,0.7346462567656205,-1.4411670977118431,-1.4651516965889169
0.0,1.4246656993976963,0.0,1.0,0.0,0.0,0.9282826355929246,-0.8827300186272913,-1.3813883063951724,-0.2988629848734073,0.042741317285010676
0.0,-0.09436598293410838,0.0,1.0,0.0,0.0,0.8069712566616593,-1.1136792124899377,-0.2823128671009738,-0.05794388070670824,-0.41023150758036037
0.0,1.1073995885309271,0.0,0.0,0.0,1.0,-0.9170150241909809,1.0944882986334827,1.4872368573244024,-0.34491530433181017,-0.6269776714023148
0.0,1.201618009333786,0.0,0.0,0.0,1.0,-1.66438878480424,0.6078081723508889,1.9854503481472952,-1.0257498250426331,-1.0365807577167458
0.0,0.7555226292059647,0.0,1.0,0.0,0.0,0.5672185316502417,-0.863387063316408,-0.5118135447675437,-0.23868986740910134,-0.5391103760402453
0.0,-1.3422793523434013,0.0,1.0,0.0,0.0,0.7414742979889509,-0.9836996571783849,0.9579400525170092,0.14868852737436508,-0.3979280356510157
1.0,1.1189365380169913,0.0,0.0,0.0,1.0,-1.2302782052495354,1.511772754121806,1.568213101616874,-0.30000754507954835,-1.2823426095054047
1.0,-0.8692644234147633,0.0,1.0,0.0,0.0,1.4115383609644108,-1.4956845326372428,-2.276824797359206,-0.46807909343952186,0.540519285759745
1.0,0.39018589548059396,0.0,0.0,1.0,0.0,0.5089660258613629,1.2302323626776708,0.37385513509533796,1.4838595764415123,-0.5439292358792385
1.0,-0.2674202252250736,1.0,0.0,0.0,0.0,-1.6989499196292006,-0.3367679844727462,-1.83385480975873,-1.4464366301235947,1.735083881166363
1.0,0.9170399220108656,0.0,0.0,0.0,1.0,-0.8704435372148355,1.244523650340515,1.7471929326659636,-0.27823926271122557,-0.257463397790998
1.0,-1.6345487393236977,0.0,0.0,1.0,0.0,1.2362470055201285,-1.0027058076459907,-0.747298983635421,-0.1466341997249954,0.20781289900371766
1.0,1.7303948607784014,1.0,0.0,0.0,0.0,-1.7124001631049726,-0.7239718077379963,-0.9666100773736076,-1.6021173177444572,1.6209691790216916
0.0,-0.06936925904763563,0.0,0.0,1.0,0.0,1.132663829931607,1.0058446212596628,-0.05042609326093386,1.5636678804869788,-0.3796778856224879
1.0,-1.4538031973753565,1.0,0.0,0.0,0.0,-1.2879525756010886,-0.9631143851663347,-1.1048254754570452,-1.4165288733340926,2.2367579490853897
1.0,-0.826962275299194,0.0,1.0,0.0,0.0,0.8812933549761784,-0.7999185091845991,0.3020323904101131,-0.08538485400715606,-0.17308208614224285
1.0,-1.7326128099552447,0.0,1.0,0.0,0.0,0.6108793332158675,-1.1993716609361167,-0.00540925374604006,-0.03128758599534548,-0.17359473080596555
0.0,0.20367187878922052,0.0,1.0,0.0,0.0,0.9428475741625922,-0.8476902348454237,-0.5993518226491037,-0.17252745429893188,-0.619595588244708
1.0,-0.7269753797533032,0.0,0.0,1.0,0.0,0.7575937969029901,1.159568669635249,-0.010298018203708018,1.4543527004406296,-0.27622619248324853
1.0,-1.571095517150344,0.0,1.0,0.0,0.0,0.57100080102991,-0.4733368123450817,0.548236071898526,0.02386996614772856,-0.3177504102447866
1.0,0.11137628290070568,1.0,0.0,0.0,0.0,-1.6248701877782705,-1.210483892191206,-1.3776409195862522,-1.7840340585681587,1.834844532726799
1.0,1.5169612952862113,0.0,0.0,0.0,1.0,-0.6658140521830646,1.5484716187335714,1.2776363624218634,0.20013109902745518,-0.3466635692787465
1.0,-0.23280937676688035,0.0,0.0,0.0,1.0,-1.923481652855916,0.9780111991140251,1.8369090551878624,-0.929908567184191,-1.5300525110162098
0.0,-0.05014100990419499,0.0,0.0,1.0,0.0,0.8855386850523909,0.9543404162652253,0.810902950702481,1.5919743918537612,-0.1452967453684729
1.0,0.9189627469252096,1.0,0.0,0.0,0.0,-1.8854782022977492,-1.3460877128260156,0.46234317145415604,-1.7416762200139515,1.703299912015556
0.0,-1.7268443352122127,0.0,0.0,1.0,0.0,0.7101709606196339,0.7779684129817296,0.7771876604990509,1.5661608578912003,-0.33179687403078845
1.0,-1.3730445509729061,1.0,0.0,0.0,0.0,-1.212006221098252,-0.9851718178480572,-1.5273934803019515,-1.5646702688508292,1.878316800210483
0.0,-1.1480740359946515,1.0,0.0,0.0,0.0,-1.4195730416546206,-1.264961713043265,-0.8774100492819484,-1.3429023332676613,1.8038807950379483
1.0,-0.24434632625294486,0.0,1.0,0.0,0.0,1.0388034665686472,-0.9727765376387634,-2.3812025823423095,-0.38613883247276704,0.2819413173780189
1.0,-0.2962625989402344,1.0,0.0,0.0,0.0,-1.712756225023164,-0.8316471100745889,-1.0526501579763492,-1.1705964815779095,1.3351185145299183
0.0,1.2285375581346025,1.0,0.0,0.0,0.0,-1.2511759790986587,-0.9043253338553751,-0.4100642492295209,-0.6973373498941127,1.5261299162329935
1.0,-0.6673678074086373,0.0,0.0,1.0,0.0,0.13495975370359806,1.0167269533701815,1.361882357716811,1.458130318553829,-0.9933135480985507
